"Accession","4087_10_255_LT","4088_12_259","4089_24_270","4107_44_268_LT","4095_2_265","4096_15_260","4090_22_302","4091_23_282","4092_1_308","4093_3_316","4094_14_320","4108_42_297","4109_34_301","4110_18_311","4111_29_305","4112_35_321","4113_17_277","4114_21_267","4115_25_275","4116_20_286","4127_39_304_LT","4128_33_280","4129_31_314","4130_52_331","4131_47_251","4132_55_269","4133_51_258","4134_37_287","4135_45_303","4136_43_299","4147_64_330_LT","4148_62_324"
"A0A3Q1MQR7|A0A3Q1MQR7_BOVIN","809782.4699","952921.2206","1055038.657","717444.559","532895.4895","543562.9","658726.4301","834741.1809","733352.3999","552724.4854","629559.916","783763.6474","739183.3999","698417.3951","659028.9787","648795.6123","711921.7961","831035.2521","645899.8395","671827.1109","732523.0168","804572.6203","625094.3342","640896.309","531811.07","593086.2784","600069.2797","659209.542","727317.6681","626747.4449","944068.7217","812693.9379"
"A0A3Q1LLK9|A0A3Q1LLK9_BOVIN","429916.6283","272501.4656","371256.1061","285643.353","518881.8373","273669.6199","506684.65","406789.6513","639127.7704","557242.6091","442868.6404","98327.43131","104543.5323","715354.2292","39130.27427","52703.93393","214628.1637","143897.9201","413449.1565","503591.4904","518783.5269","406734.3953","301245.2885","340215.4745","532807.3095","415265.3228","272240.1533","218027.947","49843.66232","296096.1047","365333.5067","269765.9469"
"F1MWT0|F1MWT0_BOVIN","6426728.425","4646171.93","7803204.998","6183704.469","3832771.304","2609990.753","2054456.534","2963715.819","4119602.278","6055021.014","7788487.838","9911936.731","8994370.481","5299318.473","6774630.679","9370469.687","9203203.009","7073877.238","7898366.356","5246531.016","7753638.848","12635988.24","2820365.678","7941714.111","1186686.011","3682996.113","5156259.046","4087027.794","8254090.064","4436718.514","8196432.469","6092917.842"
"Q28056|ASPH_BOVIN","103508.7489","145080.7549","132640.5577","167922.9431","128544.9457","136380.3427","181167.1728","207740.8349","220668.7537","159304.2623","131788.0643","201129.2603","254429.0025","224449.5474","189378.0641","163478.4131","128037.6776","163805.3434","270029.2538","141949.1004","128113.2513","275607.0243","460337.0229","192769.1553","583176.4724","262335.9996","334810.0218","370020.3472","160032.0037","423809.2968","148681.1546","224851.1025"
"F1MFQ4|F1MFQ4_BOVIN","1195729.689","1778984.296","2795638.649","1203974.439","1047208.541","1555008.548","6005430.366","3305848.224","1927326.612","4051168.64","1382986.127","1240505.428","1445715.62","1438646.577","1550032.81","1103240.566","1854950.081","4512475.745","1633259.494","1578134.328","1388012.937","2048312.367","2170732.516","1348529.987","1820836.676","3489213.073","3369373.042","1148987.976","5259251.502","1274310.826","2339413.622","5566863.462"
"Q5KR49|TPM1_BOVIN;A0A3Q1LPQ6|A0A3Q1LPQ6_BOVIN;A0A3Q1LQX6|A0A3Q1LQX6_BOVIN;A0A3Q1LFZ6|A0A3Q1LFZ6_BOVIN;A0A3Q1M1V8|A0A3Q1M1V8_BOVIN;A0A3Q1N0N4|A0A3Q1N0N4_BOVIN;A0A3Q1LFQ2|A0A3Q1LFQ2_BOVIN;A0A3Q1MLV0|A0A3Q1MLV0_BOVIN;F6QQ60|F6QQ60_BOVIN;A0A3Q1LL35|A0A3Q1LL35_BOVIN","15314426.02","25532796.85","15130614.84","36445836.08","13582727.67","10532462.73","29662072.07","29941832.93","32663273.42","22573312.13","10629039.37","10137185.94","14416209.5","12192351","29419553.15","15684620.24","10210825.36","33030180.98","29546191.4","14761579.84","11221126.77","14936441.58","7093796.786","9332203.243","9296621.737","11191691.92","9117973.935","43184626.28","15039435.5","13060299.11","10727727.6","10659264.81"
"A0A3Q1M7L8|A0A3Q1M7L8_BOVIN","158679.8947","1356915.324","374655.9588","48822.82277","5782023.507","1415549.793","240968.3885","41407.10579","116126.5884","3093366.482","4701815.436","8179694.41","7343711.682","10361550.57","7538085.763","7206806.857","9605886.325","6726931.865","8751164.778","7117218.861","54826.82646","690052.6748","458391.1591","5060921.158","1395936.315","3637242.302","2639421.463","4010073.006","4178708.232","3481419.647","6674188.824","5167993.393"
"A0A3Q1LGA6|A0A3Q1LGA6_BOVIN;A0A3Q1MXQ0|A0A3Q1MXQ0_BOVIN;F1MB08|F1MB08_BOVIN","12784332.83","12409314.31","15842234.89","11784633.83","9517743","12653141.21","8633430.221","10711673.96","10719247.54","12625673.88","14719231.05","18964904.24","13956652.3","15254360.66","14336192.14","13745387.79","16312795.89","11762321.78","12857441.8","14219198.17","11945900.99","15384248.56","10914147.71","15279403.65","9008039.348","11742182.78","12549055.98","9707872.953","14546760.06","11337529.69","15764849.31","14806281.24"
"A0A3Q1M4Q4|A0A3Q1M4Q4_BOVIN","0","206.5848762","11010.77634","60250.58691","51099.37131","50338.04342","14691.84195","20771.93699","29790.2304","15707.62879","13735.6316","21317.36536","49539.99437","31709.70666","29315.31036","26824.18729","20408.26453","12559.13405","47733.28269","46477.79839","15480.69925","9115.580427","11140.33349","22560.47018","6967.85703","13901.1441","18883.98463","16863.79614","9986.052677","22292.66645","36618.69947","39397.59085"
"Q6QTG5|Q6QTG5_BOVIN","275528.1283","249484.0457","149815.7909","253953.21","445127.8322","847877.4522","279617.1431","352519.2693","230675.6795","297873.0855","448283.11","148132.9046","282392.5267","238143.5311","228833.5289","271808.6594","375711.3514","238509.5984","226445.5411","253518.755","368701.4917","204887.5043","387639.3759","344709.2698","242846.2893","330990.722","334856.4211","223153.9152","199022.1962","290599.0149","276584.9055","267932.5963"
"G5E5V0|G5E5V0_BOVIN","1466087.232","1416553.29","2097190.286","1750820.532","1570335.617","1614961.255","1760698.929","1833315.157","1666679.458","1413732.415","1409107.672","1889699.517","1914295.377","1946486.552","1739926.729","1725175.143","1739977.351","1770310.027","1502474.36","1716669.931","1573751.46","2078474.337","1751266.247","1667008.323","1327697.367","1521658.45","1636761.312","1382641.516","1762812.771","1678435.699","2279924.826","1950598.519"
"A0A3Q1M515|A0A3Q1M515_BOVIN","242977.9803","356697.2314","227236.7668","340894.1279","332782.316","315217.5818","426762.7704","455832.7214","579807.8471","409461.7383","303596.2007","80644.84097","414293.3678","299895.7728","65380.31529","75149.7155","230136.5276","274676.4635","263566.7418","211350.3355","313476.0529","379280.3937","341718.909","340009.2755","315256.9089","300404.9884","400636.3602","99229.44251","71165.02906","360301.6475","195466.7301","232785.8051"
"A0A3Q1MHT0|A0A3Q1MHT0_BOVIN","431081.789","275732.4527","229642.9765","171898.9916","437133.1378","198006.0241","395793.6577","280891.9501","281744.7112","220315.0857","470789.4782","426911.732","290377.6347","416432.1266","364775.9631","409705.5535","536590.4592","336360.4428","265542.1243","632742.5801","620344.044","216529.6858","521917.5614","546725.0883","460076.4295","533139.2155","365162.3417","231407.231","178658.7346","520880.8345","337501.9609","424850.7067"
"Q5E946|PARK7_BOVIN","12225589.04","14640767.76","7590644.621","8653133.163","13002348.1","9700439.181","13178858.58","14057612.88","8607915.43","12628205.83","14306975.63","12112627.06","7967705.456","16804898.51","7652072.366","11510203.66","13658829.79","14545886.79","6293611.521","13518437.55","11474520.16","10653798.6","8326409.209","11577552.87","5795613.567","11766999.11","7259154.636","9894329.12","11237501.19","10329924.11","8137597.984","6046514.471"
"A0A3Q1N238|A0A3Q1N238_BOVIN","203477.7276","215983.349","203163.7634","409996.8287","602330.6615","820759.3417","508318.2825","330821.0589","146787.4456","334292.0988","518576.9826","81037.69981","271980.5274","256422.2703","238975.4531","171431.0083","470276.163","198318.3357","251860.7544","323449.3971","462912.3142","221257.7744","366073.4904","327739.1864","324258.1314","370818.9423","327045.9273","139201.9432","142818.2575","242535.8547","436853.6485","287698.7991"
"A0A3Q1M3J7|A0A3Q1M3J7_BOVIN","101712.8508","145830.9464","86142.47336","209539.6955","172720.3739","102734.3103","147466.9799","166258.4744","188264.1387","77314.42272","71363.07254","60008.94247","88901.99055","78968.08828","43354.59719","41155.68964","61181.01389","78922.16483","58176.19751","60330.75797","72177.9215","82445.19218","84959.54208","70048.41821","130871.861","73358.54682","119733.1421","97071.70239","42529.55829","152845.3831","34303.50875","64158.54336"
"F1MBR1|F1MBR1_BOVIN","521008.1329","533399.6754","356063.6955","274701.4597","680827.0111","490882.7456","738087.9596","420143.4609","276655.1266","541432.1141","340542.9947","140272.1258","368920.074","469851.8866","170076.5736","184356.7179","452502.1246","642219.5105","220512.4829","498470.8385","461754.3898","265760.9569","251681.9988","185666.52","135105.6047","255463.3265","172154.5758","232325.8178","301371.9553","196963.5911","359948.0569","138662.554"
"A0A3Q1LZ67|A0A3Q1LZ67_BOVIN","6809.739927","5287.474819","15396.52073","208871.2121","17122.99691","35809.76818","17675.92916","35380.91017","15309.87095","4521.250075","8391.716155","17239.02921","30456.24278","11921.97041","23419.74149","30257.26359","9409.874679","32479.61141","21759.60144","19953.50507","12754.55303","23758.64855","12246.59432","17042.14153","26790.92788","18940.18677","19452.65696","31418.84855","10453.44497","35477.96617","16547.75937","20482.85674"
"A0A3Q1LZU5|A0A3Q1LZU5_BOVIN","377943.2517","393247.5822","577509.6461","401022.8715","333799.5985","491116.7982","227296.631","126053.7911","296205.2718","341887.6945","353764.8327","399834.4006","448098.0676","409895.2367","495842.6144","336875.6049","481504.3868","246613.2727","394304.0348","470410.9233","333950.5084","431109.8259","406892.6497","387057.7373","239440.2977","262411.8478","423771.0983","488320.6095","610122.5467","255716.0368","416505.2718","317203.9445"
"Q2KI43|CAV3_BOVIN","82716.62119","74494.49518","48102.18185","39670.54223","98773.97578","67376.61514","76146.5351","54026.81219","74571.18534","98492.87521","94603.45717","74305.58725","60482.56847","70003.78492","42933.5636","77482.9893","94114.03575","66426.85123","57738.26014","107158.6801","54168.25703","49689.31701","49552.37813","23106.95035","25085.19082","35633.44238","23710.78114","38115.10742","31125.95199","99088.98669","63737.6996","35223.85524"
"P10790|FABPH_BOVIN","1784696.07","1384183.461","2228126.783","1750780.66","1538337.468","3301065.452","864302.1813","1289365.44","804239.1021","1359683.721","1119486.138","1238236.258","1465652.244","1390904.752","1197011.346","1405416.075","1619182.289","1098054.562","1099287.001","1730414.4","1914990.183","1578226.175","3174674.663","1260293.536","2471540.581","1585062.635","1544176.118","1036530.071","700871.7238","1844697.839","2974924.032","2038239.932"
"Q32KX8|MTL26_BOVIN","3650.86665","3567.983325","0","106774.3861","6243.236521","0","6412.356396","5678.148838","0","0","2067.434946","87716.89758","82268.12185","0","19764.7281","135863.4481","0","0","160886.7586","0","120722.2527","81996.04626","99607.38916","181292.0067","196438.2186","155555.3632","126662.4635","188741.132","11681.75024","163137.211","46936.32123","137783.0576"
"P00125|CY1_BOVIN","597281.7904","461822.0929","279506.2799","634607.0959","712745.3644","1127312.26","461083.936","426737.3096","420446.1535","359990.6132","646997.0417","333965.6258","447865.5685","457145.963","329492.7931","671585.4875","604735.7963","451151.4432","327693.9375","445195.2271","794176.0644","695817.6023","1132099.327","603257.1012","747650.5015","749973.5872","799708.301","309411.0264","312155.6686","641983.1552","844155.5564","519408.7368"
"F1MI56|F1MI56_BOVIN","291074.5786","167904.871","77645.13792","113777.7683","504050.8226","298096.9542","374629.1602","427592.2611","517816.0425","213382.7756","276350.6486","64083.14487","159159.4227","171299.3509","129301.3176","55762.70716","159888.7889","156951.471","88987.78945","134371.7151","174722.3553","61255.87567","329014.4814","188190.641","357582.5582","292001.5542","325264.0442","183586.6191","72455.85778","463431.3013","100289.559","316542.4799"
"A0A3Q1M6G6|A0A3Q1M6G6_BOVIN","48744036.14","44503739.23","52631776.24","42745910.09","33990083.75","35924777.83","35383362.26","31367286.88","35695875.44","49825159.06","38262340.75","49576379.25","45398499.64","51835109.3","47364127.43","50780291.99","39065040.42","50184225.07","46949852","45391727.04","40054228.16","56941509.13","37017198.68","51086922.46","38779900.26","35232006.04","47459835.75","50309590.49","59431020.43","41905947.63","47551572.14","53521185.18"
"P82908|RT36_BOVIN","52397.13114","39294.32867","23480.67612","165837.5545","51296.62838","64533.02103","54429.63714","29002.92664","22007.04003","21874.34127","68982.24368","216239.7592","138740.6852","31175.91998","256079.3775","294244.4309","52797.71222","32589.92044","228672.0673","36239.84305","177182.2921","208155.9967","145611.1547","82955.38355","25109.15719","46297.05461","50319.01762","201940.8667","169739.5589","148434.457","59322.5861","73936.93841"
"A0A3Q1M0U9|A0A3Q1M0U9_BOVIN","469497.0867","387370.8436","424416.2362","419759.785","507042.6835","465010.1974","400722.1343","344706.9533","290910.8592","334450.5547","506509.8025","705504.3218","541511.136","422072.5278","672655.1523","780237.3504","670996.7415","367493.494","581957.3814","646412.5966","649660.0659","409099.2458","476188.5408","734761.9471","686829.136","583111.4913","763086.3884","734425.6458","686153.3921","488506.9507","721774.066","680972.3859"
"Q17QW3|RDH14_BOVIN","5233899.03","4345214.584","7542445.603","8314248.407","7428571.55","6513264.317","6550983.368","7098991.179","6110799.563","5377015.3","5469480.476","6498146.516","5758637.163","6778031.423","5611916.163","5818670.144","6507690.044","5795183.214","4293646.407","5852668.354","4600020.45","5204123.431","3693560.114","4955881.676","4878540.368","5264189.407","5483156.787","5580099.108","7498284.728","4555425.366","7024284.16","4766576.15"
"A0A3Q1LMW0|A0A3Q1LMW0_BOVIN","1181110.01","1253213.016","1498027.26","1283761.813","1204073.115","1279223.785","1279580.185","1210206.519","1231439.082","1172687.888","1147148.681","1381169.552","1304923.39","1409820.888","1222409.469","1256931.078","1287905.91","1334834.371","1076814.711","1129968.68","1163653.423","1430544.491","1072382.93","1351919.357","1087550.361","1203586.486","1138984.897","962528.8216","1269919.011","1100163.895","1327942.882","1319385.092"
"G3MZZ6|G3MZZ6_BOVIN;A0A452DIC6|A0A452DIC6_BOVIN","2393619.406","1975367.034","4332203.191","1192895.676","1610176.885","6420019.849","2451477.685","1488420.034","1438900.307","5998557.112","1901979.334","1855733.472","4044817.824","1753636.569","1244111.917","1800502.211","1707194.592","2122954.098","1042804.893","1424646.523","2088369.793","2748660.974","1474693.263","2156538.99","1413999.841","1961781.194","1262218.337","1514859.478","3403283.539","1632834.115","5804857.802","698191.3169"
"A0A3Q1LXL6|A0A3Q1LXL6_BOVIN","772846.6459","949961.7013","1455123.959","991625.4607","504183.0981","558222.832","412584.6878","604415.1383","640282.0284","1219365.999","1269577.042","1181123.886","1053019.324","1721203.935","1119291.57","1195293.216","1661462.331","1269156.913","1125176.114","1517880.008","976632.3969","1333213.05","554116.1432","1129650.499","489408.7227","410456.4974","586468.6326","616148.641","1470437.079","643084.1916","1046200.833","548095.837"
"Q0IIM3|HS105_BOVIN","194150.3774","328609.9439","316506.9964","369475.9792","605737.8371","280346.9113","727750.72","493973.8303","706642.1554","341263.2311","174846.874","119598.3693","176961.4009","369311.7497","400477.3184","220020.1741","105067.3903","182798.8132","502820.691","329424.8748","207290.9015","202172.6967","261485.1584","181773.9098","359171.6721","305966.6756","187729.6988","663704.6775","146560.1472","416277.0135","100577.8099","100331.875"
"A0A3Q1NH28|A0A3Q1NH28_BOVIN;A0A3Q1LHC1|A0A3Q1LHC1_BOVIN;F1MPT5|F1MPT5_BOVIN","1293570.312","1259290.581","1783442.161","1346263.42","1128172.123","1480721.591","768744.6466","1088768.939","1023997.229","1255161.875","1363815.084","1678956.316","1487801.419","1732445.652","1297869.347","1301575.859","1688400.914","1286616.299","1233602.671","1428050.445","1358015.901","1666355.567","1318700.699","1513036.926","1125238.389","1304741.155","1369632.242","835918.3935","1659954.163","1230558.098","1952952.712","1649437.917"
